hex_id,population,source_cell_count
8808062a33fffff,1,1
8808062a3dfffff,8,2
8808062a57fffff,3,1
8808062a5bfffff,2,1
8808062a61fffff,4,1
8808062a63fffff,3,1
8808062a67fffff,2,1
8808062a69fffff,4,1
8808062a6dfffff,3,1
8808062a93fffff,5,1
8808062a97fffff,2,1
8808062c93fffff,12,3
8808062c95fffff,1,1
8808062c97fffff,23,4
8808062cb3fffff,3,2
8808062d45fffff,1,1
8808062d4dfffff,8,1
8808062d61fffff,2,1
8808062d69fffff,3,1
8808062d6bfffff,22,3
8808062e5bfffff,10,1
8808062ed9fffff,1,1
8808062edbfffff,9,3
8808062f03fffff,5,2
8808062f11fffff,1,1
8808062f19fffff,8,2
8808062f1dfffff,19,4
8808062f35fffff,4,1
8808062f39fffff,28,3
8808062f45fffff,10,2
8808062f51fffff,11,3
8808062f61fffff,24,7
8808062f63fffff,6,1
8808062f69fffff,2,2
8808062f6bfffff,10,2
8808062f6dfffff,2,2
880806382dfffff,2,1
8808063867fffff,17,1
8808063885fffff,7,3
8808063887fffff,15,4
8808063893fffff,6,2
8808063895fffff,2,1
8808063897fffff,9,2
88080638a3fffff,3,1
88080638abfffff,1,1
88080638bbfffff,6,3
88080638bdfffff,3,3
8808063929fffff,18,5
880806392bfffff,3,1
880806392dfffff,3,2
8808063939fffff,3,2
8808063943fffff,1,1
8808063945fffff,9,2
8808063947fffff,13,2
8808063949fffff,1,1
880806394bfffff,7,4
880806395bfffff,16,4
8808063961fffff,12,2
8808063967fffff,63,5
880806396bfffff,12,1
88080639e5fffff,10,1
8808063b35fffff,7,2
8808063b65fffff,15,5
8808063b67fffff,8,2
8808063b6dfffff,5,1
8808064007fffff,1,1
8808064021fffff,13,4
8808064023fffff,18,2
8808064025fffff,12,3
8808064027fffff,27,5
8808064035fffff,2,1
880806403dfffff,2,1
8808064053fffff,8,2
8808064059fffff,69,6
880806405dfffff,35,2
880806408bfffff,4,1
880806409bfffff,1,1
88080640c9fffff,4,1
88080640cbfffff,8,1
88080640d1fffff,29,2
88080640d3fffff,15,1
88080640d5fffff,65,4
88080640d7fffff,11,1
88080640d9fffff,27,5
88080640dbfffff,6,2
88080640ddfffff,17,4
8808064101fffff,29,4
8808064103fffff,21,4
8808064105fffff,13,3
8808064107fffff,11,4
880806411bfffff,4,2
8808064123fffff,13,2
8808064129fffff,2,1
880806412bfffff,13,5
880806412dfffff,7,2
8808064131fffff,3,1
8808064135fffff,7,3
880806413dfffff,12,3
8808064153fffff,1,1
880806415bfffff,1,1
8808064165fffff,45,6
8808064167fffff,4,3
8808064199fffff,2,1
880806419dfffff,5,2
88080641bbfffff,3,2
88080641c1fffff,11,3
88080641c3fffff,55,5
88080641c9fffff,15,4
88080641cbfffff,6,1
88080641cdfffff,63,5
88080641d5fffff,21,4
88080641d7fffff,2,1
8808064201fffff,26,4
8808064203fffff,37,6
8808064207fffff,12,2
8808064209fffff,23,4
880806420bfffff,39,6
880806420dfffff,147,6
8808064219fffff,5,1
880806421bfffff,7,1
8808064223fffff,5,2
8808064229fffff,8,1
880806422bfffff,5,1
8808064231fffff,18,2
8808064233fffff,171,6
8808064235fffff,24,2
8808064237fffff,150,6
8808064239fffff,9,3
880806423bfffff,3,1
880806423dfffff,9,5
8808064241fffff,9,2
8808064243fffff,7,3
8808064245fffff,51,4
8808064247fffff,11,3
8808064249fffff,25,4
880806424bfffff,36,6
880806424dfffff,19,3
8808064251fffff,124,5
8808064253fffff,8,2
8808064255fffff,80,5
8808064257fffff,168,3
8808064259fffff,61,4
880806425dfffff,164,7
8808064263fffff,22,4
880806426bfffff,61,6
880806428bfffff,1,1
8808064293fffff,13,2
8808064295fffff,20,4
8808064297fffff,22,5
8808064299fffff,22,6
880806429bfffff,75,5
88080642a1fffff,7,3
88080642a3fffff,3,1
88080642a5fffff,22,3
88080642a7fffff,41,5
88080642adfffff,16,3
88080642b5fffff,5,1
88080642b7fffff,2,1
88080642b9fffff,7,3
88080642bbfffff,21,3
88080642d3fffff,3,1
88080642d7fffff,15,5
88080642d9fffff,15,3
88080642dbfffff,41,5
88080642e5fffff,17,6
8808064407fffff,7,1
8808064421fffff,4,2
8808064423fffff,4,2
8808064427fffff,18,4
880806442bfffff,10,2
8808064433fffff,2,1
8808064501fffff,19,4
8808064503fffff,3,3
8808064505fffff,1,1
8808064507fffff,10,3
8808064509fffff,16,1
880806450bfffff,3,1
880806450dfffff,7,1
880806451bfffff,2,2
8808064541fffff,5,2
8808064547fffff,15,2
8808064581fffff,3,1
8808064583fffff,7,4
8808064587fffff,3,1
880806458bfffff,7,2
8808064595fffff,10,3
880806459dfffff,3,1
88080645a9fffff,2,1
88080645adfffff,2,1
88080645b3fffff,5,1
88080645b9fffff,9,3
88080645bbfffff,3,2
88080645c1fffff,1,1
88080645cdfffff,8,2
88080645ebfffff,1,1
8808064643fffff,3,1
8808064651fffff,4,1
8808064659fffff,2,1
880806465bfffff,5,2
880806465dfffff,10,3
8808064665fffff,1,1
8808064667fffff,6,2
88080646c7fffff,7,2
88080646c9fffff,10,3
88080646cbfffff,2,1
88080646d1fffff,8,2
88080646d5fffff,3,3
88080646d7fffff,1,1
88080646dbfffff,3,2
88080646ddfffff,1,1
8808064701fffff,19,4
8808064703fffff,6,1
8808064705fffff,12,4
8808064709fffff,28,5
880806470dfffff,6,1
8808064741fffff,153,7
8808064743fffff,7,2
8808064745fffff,2,1
8808064747fffff,6,2
8808064749fffff,483,7
880806474bfffff,329,4
880806474dfffff,181,6
8808064757fffff,5,1
8808064759fffff,14,3
880806475bfffff,2,2
8808064765fffff,19,3
880806476dfffff,22,4
8808064801fffff,4,1
8808064805fffff,11,5
880806480dfffff,12,3
8808064821fffff,19,3
8808064825fffff,3,1
8808064827fffff,8,2
8808064829fffff,64,7
880806482bfffff,64,4
8808064831fffff,19,3
8808064833fffff,8,2
8808064835fffff,24,5
8808064837fffff,6,2
8808064839fffff,17,2
880806483bfffff,11,3
880806483dfffff,60,5
8808064845fffff,23,5
8808064847fffff,8,2
880806484dfffff,16,2
8808064861fffff,519,8
8808064865fffff,253,8
8808064867fffff,5,2
8808064869fffff,68,4
880806486bfffff,4,2
880806486dfffff,154,6
88080648a1fffff,2,1
88080648a3fffff,1,1
88080648a9fffff,14,2
88080648abfffff,4,2
88080648b1fffff,3,1
88080648b3fffff,3,1
88080648b5fffff,15,3
88080648b7fffff,4,2
88080648bdfffff,8,2
88080648e1fffff,12,2
88080648e3fffff,3,1
88080648e5fffff,4,1
88080648e7fffff,8,2
88080648edfffff,6,2
8808064909fffff,13,3
880806490bfffff,9,4
880806490dfffff,2,1
8808064915fffff,1,1
8808064919fffff,6,1
880806491dfffff,6,1
880806492bfffff,2,1
8808064931fffff,5,1
8808064933fffff,2,1
8808064937fffff,3,1
880806493bfffff,2,1
8808064941fffff,29,5
8808064943fffff,6,2
8808064945fffff,18,3
8808064947fffff,29,4
880806494dfffff,7,2
8808064953fffff,6,2
8808064955fffff,20,4
8808064957fffff,6,1
8808064959fffff,6,1
8808064987fffff,7,1
8808064989fffff,9,3
880806498bfffff,5,3
8808064997fffff,7,1
88080649a7fffff,6,1
88080649c1fffff,10,3
88080649c3fffff,25,2
88080649c7fffff,18,3
88080649c9fffff,1,1
88080649cbfffff,1,1
88080649cdfffff,4,3
88080649d5fffff,4,2
88080649d7fffff,8,3
88080649d9fffff,6,2
88080649dbfffff,6,2
88080649e1fffff,24,4
88080649e3fffff,6,1
88080649e5fffff,7,1
88080649e7fffff,30,4
88080649e9fffff,2,1
8808064a43fffff,17,2
8808064a47fffff,4,2
8808064a51fffff,48,3
8808064a55fffff,5,1
8808064a59fffff,88,6
8808064a5bfffff,9,3
8808064a5dfffff,1,1
8808064b01fffff,11,3
8808064b03fffff,2,1
8808064b05fffff,19,5
8808064b07fffff,25,5
8808064b11fffff,50,2
8808064b13fffff,56,7
8808064b15fffff,25,4
8808064b17fffff,86,6
8808064b19fffff,6,2
8808064b1bfffff,21,4
8808064b21fffff,17,5
8808064b23fffff,3,1
8808064b25fffff,18,4
8808064b27fffff,33,4
8808064b29fffff,158,6
8808064b2bfffff,7,2
8808064b2dfffff,25,7
8808064b31fffff,14,5
8808064b33fffff,291,5
8808064b35fffff,18,3
8808064b37fffff,4,1
8808064b39fffff,31,4
8808064b3bfffff,20,4
8808064b3dfffff,11,4
8808064b53fffff,16,4
8808064c43fffff,6,2
8808064c5dfffff,7,2
8808064cbbfffff,5,2
8808064ccbfffff,28,3
8808064cd1fffff,1,1
8808064cd5fffff,1,1
8808064cd9fffff,27,5
8808064cdbfffff,2,1
8808064cddfffff,5,3
8808064d21fffff,6,2
8808064d25fffff,9,3
8808064d27fffff,4,1
8808064d2dfffff,8,1
8808064d83fffff,4,1
8808064e05fffff,4,1
8808064e13fffff,2,1
8808064e15fffff,1,1
8808064e33fffff,1,1
8808064e35fffff,8,3
8808064e3dfffff,2,1
8808064e47fffff,10,3
8808064e63fffff,3,1
8808064e69fffff,8,3
8808064e6bfffff,12,6
8808064e81fffff,15,5
8808064e85fffff,1,1
8808064e87fffff,7,2
8808064e8bfffff,43,6
8808064e8dfffff,2,1
8808064e93fffff,5,1
8808064e99fffff,8,3
8808064e9bfffff,19,3
8808064ea1fffff,9,2
8808064ea3fffff,28,4
8808064ea9fffff,17,4
8808064eabfffff,10,3
8808064eb1fffff,11,2
8808064eb5fffff,34,5
8808064eb7fffff,96,7
8808064ebdfffff,6,2
8808064ec1fffff,5,1
8808064ec3fffff,5,1
8808064ec7fffff,1,1
8808064ed5fffff,115,4
8808064ed7fffff,64,5
8808064edbfffff,2,1
8808064eddfffff,3,1
8808064ee5fffff,4,1
8808064ee7fffff,5,1
8808065015fffff,5,1
8808065017fffff,4,1
880806501dfffff,8,2
8808065085fffff,7,1
880806509bfffff,5,2
88080650a1fffff,27,4
88080650a3fffff,10,3
88080650a5fffff,12,2
88080650a7fffff,21,5
88080650a9fffff,29,5
88080650abfffff,12,3
88080650adfffff,45,5
88080650b1fffff,30,7
88080650b3fffff,30,6
88080650b5fffff,1,1
88080650b7fffff,8,2
88080650b9fffff,10,1
88080650bdfffff,20,4
88080650e1fffff,43,3
88080650e3fffff,159,5
88080650e7fffff,58,3
88080650e9fffff,25,3
88080650ebfffff,105,3
88080650edfffff,4,1
8808065101fffff,13,2
8808065103fffff,11,3
8808065105fffff,53,4
8808065111fffff,6,2
8808065113fffff,9,5
8808065115fffff,17,4
8808065117fffff,11,2
8808065129fffff,7,1
8808065161fffff,12,1
8808065163fffff,33,4
880806516bfffff,1,1
880806516dfffff,35,2
8808065183fffff,256,6
8808065185fffff,58,2
8808065187fffff,483,5
880806518bfffff,12,2
880806518dfffff,1,1
8808065191fffff,4,1
8808065193fffff,37,6
8808065195fffff,27,4
8808065197fffff,32,2
8808065199fffff,6,2
880806519bfffff,17,4
880806519dfffff,27,5
88080651a9fffff,56,3
88080651abfffff,709,8
88080651b9fffff,523,6
88080651bdfffff,210,3
88080651c1fffff,3,1
88080651c5fffff,2,1
88080651d3fffff,13,3
88080651d7fffff,20,3
88080651e1fffff,3,2
88080651e9fffff,4,2
8808065369fffff,1,1
8808065401fffff,15,4
8808065403fffff,79,6
8808065405fffff,9,4
8808065407fffff,16,4
8808065409fffff,2,1
880806540bfffff,25,2
8808065411fffff,5,2
8808065415fffff,17,2
8808065419fffff,16,3
880806541bfffff,5,2
880806541dfffff,2,1
8808065423fffff,4,1
8808065433fffff,7,1
8808065439fffff,6,2
880806543bfffff,30,5
880806543dfffff,2,1
8808065443fffff,2,1
8808065447fffff,10,1
8808065451fffff,11,3
8808065453fffff,3,2
8808065457fffff,3,2
880806545dfffff,2,1
8808065461fffff,4,2
8808065463fffff,8,2
880806546bfffff,15,2
880806548bfffff,2,1
8808065491fffff,15,1
8808065493fffff,46,5
8808065499fffff,37,5
880806549bfffff,28,4
88080654b7fffff,7,3
88080654c1fffff,15,6
88080654c3fffff,21,3
88080654c9fffff,8,4
88080654cbfffff,13,3
88080654cdfffff,5,2
88080654d3fffff,60,4
88080654d5fffff,27,5
88080654d7fffff,14,3
88080654ddfffff,23,4
88080654e9fffff,8,1
88080654edfffff,8,3
8808065501fffff,21,4
8808065503fffff,18,3
880806550bfffff,9,2
8808065513fffff,1,1
8808065521fffff,48,6
8808065523fffff,50,4
8808065525fffff,41,5
8808065527fffff,3,1
8808065529fffff,61,7
880806552bfffff,82,7
880806552dfffff,21,5
8808065531fffff,1,1
8808065533fffff,2,1
8808065535fffff,25,4
8808065537fffff,4,1
8808065539fffff,13,2
880806553bfffff,3,2
880806553dfffff,91,4
8808065547fffff,4,1
880806554dfffff,12,2
8808065557fffff,4,2
8808065565fffff,20,3
8808065567fffff,20,2
8808065581fffff,12,3
8808065585fffff,3,1
8808065587fffff,15,6
880806558dfffff,4,2
88080655a1fffff,97,5
88080655a3fffff,60,2
88080655a5fffff,10,3
88080655a7fffff,122,3
88080655a9fffff,176,5
88080655adfffff,8,1
88080655b1fffff,15,4
88080655b3fffff,6,2
88080655c5fffff,4,1
88080655cdfffff,11,3
88080655e5fffff,11,3
88080655e7fffff,9,3
88080655e9fffff,1,1
88080655ebfffff,9,3
88080655edfffff,22,4
88080656a5fffff,21,2
88080656a7fffff,6,2
88080656b5fffff,7,2
88080656b7fffff,4,1
8808065701fffff,6,1
8808065703fffff,23,5
8808065705fffff,4,1
8808065707fffff,5,1
880806570dfffff,18,5
8808065711fffff,4,2
8808065713fffff,3,1
8808065715fffff,3,2
8808065717fffff,9,1
8808065725fffff,14,3
8808065729fffff,1,1
880806572dfffff,15,4
8808065761fffff,6,3
8808065763fffff,23,6
8808065765fffff,4,2
8808065767fffff,31,6
8808065819fffff,4,3
880806581bfffff,23,4
8808065841fffff,3,1
8808065843fffff,1,1
8808065849fffff,2,1
880806584bfffff,4,1
8808065851fffff,5,2
8808065853fffff,14,4
8808065859fffff,21,5
880806585bfffff,5,2
880806585dfffff,17,4
88080658b3fffff,11,3
88080658b7fffff,16,3
88080658c1fffff,4,2
88080658c3fffff,19,3
88080658c7fffff,5,2
88080658cbfffff,6,1
88080658cdfffff,63,4
88080658d1fffff,2,1
88080658dbfffff,3,1
880806593bfffff,5,1
880806598dfffff,7,2
88080659c1fffff,6,2
88080659c3fffff,6,2
88080659cbfffff,21,3
88080659ddfffff,5,1
88080659e3fffff,8,3
88080659e5fffff,2,1
88080659e7fffff,8,3
88080659ebfffff,1,1
8808065a01fffff,3,1
8808065a03fffff,5,3
8808065a05fffff,2,1
8808065a15fffff,2,2
8808065a21fffff,1,1
8808065a27fffff,14,2
8808065a29fffff,3,2
8808065a31fffff,4,3
8808065a33fffff,7,3
8808065a39fffff,1,1
8808065a3bfffff,4,1
8808065a69fffff,1,1
8808065a6bfffff,8,2
8808065aa1fffff,14,4
8808065aadfffff,8,2
8808065ab1fffff,2,1
8808065ab9fffff,3,1
8808065abdfffff,6,2
8808065ae5fffff,97,7
8808065aedfffff,7,2
8808065b4dfffff,3,1
8808065b69fffff,3,2
8808066003fffff,10,4
8808066009fffff,2,1
8808066015fffff,1,1
8808066023fffff,10,2
8808066031fffff,7,2
8808066035fffff,3,1
880806603dfffff,20,3
88080661c1fffff,5,2
88080661c3fffff,12,1
88080661c9fffff,23,3
88080661cdfffff,5,2
8808066223fffff,4,1
880806623dfffff,1,1
8808066249fffff,1,1
880806624dfffff,11,2
8808066259fffff,6,2
880806625dfffff,12,2
8808066265fffff,9,2
8808066267fffff,3,1
8808066291fffff,7,1
8808066293fffff,3,2
8808066297fffff,6,1
8808066299fffff,1,1
88080662bbfffff,12,2
88080662d1fffff,2,1
88080662d9fffff,9,2
88080662dbfffff,8,2
8808066421fffff,5,1
8808066429fffff,9,3
880806642bfffff,15,3
880806643dfffff,5,1
8808066559fffff,10,1
880806655bfffff,19,4
8808066605fffff,3,1
8808066607fffff,4,1
8808066617fffff,2,1
8808066633fffff,4,1
8808066661fffff,5,1
8808066663fffff,2,1
8808066691fffff,2,1
8808066693fffff,4,1
8808066695fffff,4,1
88080666c3fffff,7,1
88080666e1fffff,2,1
88080666edfffff,4,2
8808066705fffff,3,2
8808066721fffff,19,4
8808066723fffff,8,1
8808066727fffff,13,3
8808066729fffff,40,6
880806672bfffff,12,4
880806672dfffff,11,2
8808066735fffff,4,2
8808066737fffff,7,1
880806673dfffff,2,1
8808066745fffff,7,2
8808066761fffff,18,5
8808066763fffff,6,2
8808066765fffff,34,5
8808066767fffff,30,3
8808066769fffff,60,5
880806676dfffff,19,3
8808066901fffff,2,1
8808066905fffff,3,3
8808066907fffff,5,3
880806690dfffff,2,1
8808066961fffff,10,3
8808066963fffff,4,1
880806696bfffff,5,3
88080669a3fffff,9,1
88080669b5fffff,3,2
88080669b7fffff,4,1
88080669bbfffff,3,1
88080669bdfffff,4,1
88080669e1fffff,1,1
8808066a2bfffff,3,1
8808066c51fffff,3,1
8808066cd5fffff,3,1
8808066e61fffff,7,1
8808066e6bfffff,5,1
880806705bfffff,4,1
8808067087fffff,8,1
8808067093fffff,67,3
8808067099fffff,10,2
880806709bfffff,161,5
88080670a9fffff,8,2
88080670b3fffff,11,2
88080670cbfffff,4,1
88080670d1fffff,5,1
88080670d5fffff,19,2
88080670d7fffff,65,4
88080670ddfffff,14,4
88080670e3fffff,8,2
88080670e7fffff,10,1
88080670ebfffff,3,1
8808067193fffff,4,1
8808067201fffff,3,2
8808067203fffff,4,3
8808067207fffff,1,1
880806721dfffff,2,1
8808067239fffff,5,1
880806723bfffff,5,2
880806724bfffff,1,1
8808067251fffff,2,2
8808067259fffff,6,1
880806725bfffff,8,4
880806725dfffff,10,2
8808067285fffff,6,1
8808067287fffff,9,2
88080672a1fffff,21,5
88080672a3fffff,11,2
88080672a7fffff,6,4
88080672a9fffff,1,1
88080672abfffff,4,1
88080672adfffff,3,2
88080672b1fffff,7,3
88080672b3fffff,9,2
88080672b9fffff,4,3
88080672bdfffff,1,1
88080672e1fffff,2,1
88080672e7fffff,6,1
88080672e9fffff,11,1
88080672ebfffff,13,3
8808067341fffff,4,2
8808067349fffff,23,4
880806734bfffff,17,2
8808067421fffff,22,3
8808067423fffff,16,3
8808067429fffff,16,4
880806742bfffff,14,3
880806742dfffff,4,2
8808067435fffff,1,1
8808067463fffff,4,1
8808067465fffff,2,1
8808067467fffff,5,1
880806746dfffff,11,3
8808067505fffff,76,4
8808067509fffff,157,4
880806750dfffff,40,5
8808067515fffff,2,1
880806752bfffff,6,1
8808067531fffff,3,1
880806753dfffff,5,1
8808067543fffff,7,2
8808067545fffff,300,6
8808067547fffff,141,7
880806754dfffff,69,3
8808067555fffff,6,1
8808067561fffff,17,4
8808067563fffff,257,7
8808067565fffff,5,3
8808067567fffff,2,1
8808067569fffff,9,2
880806756bfffff,62,3
880806756dfffff,2,1
8808067581fffff,3,1
8808067585fffff,7,1
880806758dfffff,7,2
88080675e3fffff,7,2
88080675e9fffff,10,2
88080675ebfffff,14,3
8808067619fffff,3,1
880806761dfffff,5,3
8808067641fffff,21,1
8808067647fffff,3,2
8808067649fffff,17,4
880806764bfffff,2,1
880806764dfffff,4,2
8808067651fffff,23,3
8808067653fffff,22,2
8808067657fffff,4,1
880806765dfffff,9,3
88080676ddfffff,5,2
8808067709fffff,2,1
880806770bfffff,7,1
880806772bfffff,1,1
8808067731fffff,4,1
8808067733fffff,12,4
880806773dfffff,9,3
8808067741fffff,14,4
8808067743fffff,8,4
8808067745fffff,2,1
8808067749fffff,4,1
880806774dfffff,9,2
8808067755fffff,1,1
8808067761fffff,20,3
8808067763fffff,8,2
8808067765fffff,4,1
8808067767fffff,13,2
8808067853fffff,10,1
8808067857fffff,5,2
880806790bfffff,3,1
8808067941fffff,4,1
8808067943fffff,6,2
8808067949fffff,1,1
880806794dfffff,1,1
8808067955fffff,4,2
8808067a29fffff,6,2
8808067a2dfffff,8,3
8808067a65fffff,4,3
8808067a67fffff,9,5
8808067a69fffff,8,2
8808067a6bfffff,1,1
8808067a6dfffff,15,2
8808067b4dfffff,7,1
880806c925fffff,2,1
880806cc07fffff,5,1
880806cc27fffff,2,1
880806cd19fffff,3,2
880806cd53fffff,5,1
880806d4a1fffff,8,2
880806d4a3fffff,12,3
880806d4abfffff,2,1
880806d729fffff,2,1
880806d763fffff,1,1
880806d767fffff,5,1
880806d925fffff,6,1
880806da41fffff,9,2
880806da45fffff,51,5
880806da47fffff,32,2
880806da4dfffff,13,3
880806da69fffff,12,1
880806da6bfffff,23,2
880806db45fffff,1,1
8808100b2bfffff,5,2
8808100b45fffff,5,1
8808101483fffff,2,1
8808101495fffff,10,3
88081014b3fffff,7,2
88081014b5fffff,2,1
88081014b9fffff,10,4
88081014bbfffff,7,2
8808101809fffff,5,1
8808101811fffff,8,1
8808101819fffff,2,1
8808101827fffff,4,2
880810182bfffff,6,2
880810183bfffff,4,1
8808101853fffff,1,1
8808101883fffff,3,1
88081018e1fffff,4,1
88081018e5fffff,3,1
8808101919fffff,2,1
8808101925fffff,8,2
8808101941fffff,5,1
8808101949fffff,6,2
880810195dfffff,6,1
8808101989fffff,3,1
88081019c1fffff,22,4
88081019c3fffff,7,4
88081019c5fffff,53,4
88081019c7fffff,40,5
88081019c9fffff,2,1
88081019cdfffff,17,5
88081019d1fffff,6,1
88081019d5fffff,2,2
88081019d9fffff,3,2
88081019dbfffff,1,1
88081019ddfffff,3,2
88081019e3fffff,10,2
88081019ebfffff,28,5
8808101a01fffff,4,2
8808101a19fffff,7,1
8808101a1bfffff,5,1
8808101a51fffff,9,2
8808101a57fffff,2,1
8808101a59fffff,1,1
8808101a63fffff,2,1
8808101a8dfffff,6,2
8808101a97fffff,2,1
8808101aadfffff,8,1
8808101ac3fffff,3,2
8808101ac7fffff,7,2
8808101ad5fffff,5,2
8808101ae1fffff,14,2
8808101ae3fffff,19,3
8808101ae7fffff,11,2
8808101ae9fffff,13,4
8808101b1dfffff,1,1
8808101b23fffff,2,1
8808101b27fffff,5,1
8808101b31fffff,1,1
880810504bfffff,7,1
8808105055fffff,1,1
880810511dfffff,2,1
8808105123fffff,1,1
8808105157fffff,4,1
8808105235fffff,4,1
880810560dfffff,4,2
8808105629fffff,6,3
8808105647fffff,3,1
8808105659fffff,2,2
880810565dfffff,7,2
8808105663fffff,34,7
8808105667fffff,1,1
88081056c9fffff,1,1
880810801bfffff,1,1
8808108021fffff,6,2
8808108025fffff,2,1
880810802bfffff,20,3
880810802dfffff,12,2
8808108039fffff,9,3
880810803dfffff,5,1
8808108081fffff,17,4
8808108083fffff,3,1
8808108085fffff,30,4
8808108087fffff,56,5
8808108089fffff,28,5
880810808dfffff,34,5
88081080a3fffff,69,7
88081080a7fffff,2,1
88081080a9fffff,10,2
88081080abfffff,63,6
88081080b5fffff,16,2
88081080bdfffff,39,6
88081080c1fffff,11,3
88081080c3fffff,28,5
88081080c5fffff,31,6
88081080c7fffff,27,3
88081080c9fffff,1,1
88081080cbfffff,29,3
88081080cdfffff,2,1
88081080d5fffff,18,3
88081080d9fffff,10,2
88081080ddfffff,13,3
88081080ebfffff,5,1
880810810dfffff,10,2
8808108151fffff,3,2
8808108153fffff,14,5
8808108155fffff,5,1
880810815dfffff,3,1
8808108161fffff,9,2
880810816bfffff,17,2
880810816dfffff,1,1
8808108193fffff,4,2
8808108197fffff,3,2
88081081b1fffff,4,1
88081081b3fffff,10,4
88081081b5fffff,2,1
88081081b7fffff,6,2
8808108295fffff,2,1
88081082a5fffff,1,1
88081082b1fffff,2,1
88081082b5fffff,3,2
88081082b7fffff,9,3
88081082b9fffff,5,2
88081082bbfffff,7,1
8808108453fffff,2,1
880810845bfffff,5,1
8808108601fffff,5,2
8808108605fffff,4,1
880810860dfffff,11,2
880810861dfffff,2,1
8808108641fffff,24,3
8808108645fffff,37,4
8808108647fffff,19,5
8808108649fffff,50,4
880810864dfffff,21,4
8808108661fffff,29,4
8808108663fffff,7,2
8808108665fffff,14,2
8808108669fffff,34,5
880810866bfffff,59,6
880810866dfffff,6,1
880810868dfffff,2,1
88081086a9fffff,7,2
88081086adfffff,9,4
88081086c1fffff,7,1
88081086e1fffff,3,1
88081086e3fffff,4,2
88081086e7fffff,4,2
88081086e9fffff,1,1
88081086ebfffff,2,1
8808108759fffff,4,2
880810875dfffff,2,1
8808108765fffff,6,1
8808108809fffff,3,2
880810880dfffff,2,1
8808108825fffff,2,2
8808108829fffff,2,1
8808108857fffff,2,1
8808108907fffff,2,1
8808108923fffff,10,3
8808108927fffff,9,3
880810892bfffff,3,1
8808108a59fffff,2,1
8808108a5bfffff,1,1
8808108a5dfffff,1,1
8808108a93fffff,16,3
8808108a95fffff,3,1
8808108a97fffff,8,2
8808108aa1fffff,10,2
8808108aa3fffff,2,1
8808108aabfffff,2,1
8808108ab1fffff,9,2
8808108ab3fffff,7,1
8808108ab5fffff,3,2
8808108ab7fffff,4,1
8808108abbfffff,7,1
8808108abdfffff,1,1
8808108e41fffff,120,8
8808108e43fffff,3,1
8808108e45fffff,23,6
8808108e47fffff,14,4
8808108e49fffff,189,8
8808108e4bfffff,42,6
8808108e4dfffff,96,5
8808108e61fffff,14,5
8808108e65fffff,43,5
8808108e67fffff,1,1
8808108e69fffff,16,3
8808108e6bfffff,20,3
8808108e6dfffff,3,1
8808108f09fffff,5,2
8808108f0bfffff,2,2
8808108f41fffff,2,1
8808108f43fffff,7,3
8808108f45fffff,6,2
8808108f47fffff,4,1
8808108f49fffff,7,2
8808108f4dfffff,5,3
8808108f55fffff,5,3
8808108f59fffff,11,5
8808108f5bfffff,3,1
8808108f5dfffff,23,6
8808108f6bfffff,4,2
8808108f6dfffff,4,2
8808109481fffff,12,3
8808109485fffff,2,1
8808109487fffff,17,2
880810948bfffff,10,2
88081094a3fffff,16,4
88081094a7fffff,3,1
88081094abfffff,4,2
88081094b5fffff,1,1
88081094c3fffff,3,2
88081094d1fffff,5,2
88081094d5fffff,15,4
88081094ddfffff,2,1
8808109593fffff,2,1
88081095b3fffff,12,3
8808109691fffff,4,2
8808109697fffff,7,3
8808109699fffff,11,3
88081096b3fffff,10,3
88081096d3fffff,8,2
88081098b3fffff,1,1
880810a049fffff,48,7
880810a04bfffff,5,1
880810a04dfffff,24,4
880810a221fffff,40,3
880810a223fffff,27,3
880810a225fffff,6,1
880810a227fffff,82,8
880810a229fffff,15,2
880810a22dfffff,48,5
880810a235fffff,13,2
880810a241fffff,1,1
880810a245fffff,4,2
880810a249fffff,19,4
880810a261fffff,1,1
880810a263fffff,5,1
880810a267fffff,8,2
880810a269fffff,4,1
880810a26bfffff,6,3
880810a2e7fffff,1,1
880810a311fffff,20,3
880810a313fffff,62,5
880810a315fffff,23,1
880810a317fffff,2,1
880810a31bfffff,42,5
880810a321fffff,5,2
880810a325fffff,11,2
880810a339fffff,6,1
880810a611fffff,1,1
880810a6cdfffff,1,1
880810a941fffff,3,1
880810a945fffff,6,3
880810a963fffff,2,1
880810a969fffff,18,4
880810a96dfffff,9,4
880810aa01fffff,1,1
880810aa41fffff,3,1
880810aa47fffff,2,1
880810ab0bfffff,1,1
880810ab39fffff,4,2
880810ab3dfffff,2,1
880810b013fffff,10,2
880810b0a3fffff,6,2
880810b0b5fffff,6,1
880810b0c5fffff,6,1
880810b0c9fffff,13,3
880810b0cdfffff,32,5
880810b283fffff,6,2
880810b28bfffff,5,1
880810b29dfffff,10,3
880810b2a3fffff,3,2
880810b2a7fffff,25,5
880810b2b5fffff,4,1
880810b899fffff,8,2
880810c013fffff,2,1
880810c051fffff,6,3
880810c055fffff,3,1
880810c05bfffff,9,1
880810c05dfffff,15,2
880810c0c1fffff,21,3
880810c0c5fffff,2,1
880810c0c7fffff,9,2
880810c0c9fffff,84,3
880810c0cbfffff,77,3
880810c0cdfffff,20,3
880810c0d9fffff,11,2
